"SourceUrl","SourcePath","FinalUrl","Status","ContentType","Title","H1","SourceType","CrawlAction","NewAction","NewTarget","Bucket","Note"
"https://www.arctic-spas.cz/","/","https://www.arctic-spas.cz/","200","text/html","Venkovní vířivky Arctic Spas","Nová modelová řada CUSTOM","home","migrate_page","migrate_page","/","home","Homepage is rebuilt in the Figma HP template."
"https://www.arctic-spas.cz/akce-virivky.php","/akce-virivky.php","https://www.arctic-spas.cz/akce-virivky.php","200","text/html","Akční nabídky vířivek Arctic Spas","Akční nabídky vířivek","content_page","review_migrate_page","redirect_consolidated","/virivky/","content_redirect","Consolidated into an existing Figma page or product/category page."
"https://www.arctic-spas.cz/akce-vyhoda.php","/akce-vyhoda.php","https://www.arctic-spas.cz/akce-vyhoda.php","200","text/html","Akční nabídky vířivek","PODZIMNÍ NABÍDKA VÍŘIVEK","content_page","review_migrate_page","redirect_consolidated","/virivky/","content_redirect","Consolidated into an existing Figma page or product/category page."
"https://www.arctic-spas.cz/akce-vystava.php","/akce-vystava.php","https://www.arctic-spas.cz/akce-vystava.php","200","text/html","Akce - vířivky","VÝPRODEJ VÍŘIVEK A KOUPACÍCH SUDŮ","content_page","review_migrate_page","redirect_consolidated","/virivky/","content_redirect","Consolidated into an existing Figma page or product/category page."
"https://www.arctic-spas.cz/arctic-bazeny.php","/arctic-bazeny.php","https://www.arctic-spas.cz/arctic-bazeny.php","200","text/html","Venkovní swimspa Arctic Spas","Venkovní swimspa Arctic - celoroční bazény","content_page","review_migrate_page","redirect_consolidated","/swimspa/","content_redirect","Consolidated into an existing Figma page or product/category page."
"https://www.arctic-spas.cz/arctic-swimspa.php","/arctic-swimspa.php","https://www.arctic-spas.cz/arctic-swimspa.php","200","text/html","Luxusní venkovní swimspa Arctic","Venkovní swimspa Arctic","content_page","review_migrate_page","redirect_consolidated","/swimspa/","content_redirect","Consolidated into an existing Figma page or product/category page."
"https://www.arctic-spas.cz/arctic-virivky.php","/arctic-virivky.php","https://www.arctic-spas.cz/arctic-virivky.php","200","text/html","Venkovní vířivky Arctic Spas","Venkovní vířivky Arctic Spas","content_page","review_migrate_page","redirect_consolidated","/virivky/","content_redirect","Consolidated into an existing Figma page or product/category page."
"https://www.arctic-spas.cz/arctic-virivky-venkovni.php","/arctic-virivky-venkovni.php","https://www.arctic-spas.cz/arctic-virivky-venkovni.php","200","text/html","Luxusní venkovní vířivky Arctic Spas","Venkovní vířivky Arctic Spas","content_page","review_migrate_page","redirect_consolidated","/virivky/","content_redirect","Consolidated into an existing Figma page or product/category page."
"https://www.arctic-spas.cz/barva-skorepiny.php","/barva-skorepiny.php","https://www.arctic-spas.cz/barva-skorepiny.php","200","text/html","Barvy akrylátového povrchu vířivky - Arctic Spas","Barvy akrylátu pro vířivky Arctic Spas","content_page","review_migrate_page","redirect_consolidated","/virivky/","content_redirect","Consolidated into an existing Figma page or product/category page."
"https://www.arctic-spas.cz/barva-skorepiny-core.php","/barva-skorepiny-core.php","https://www.arctic-spas.cz/barva-skorepiny-core.php","200","text/html","Barvy akrylátového povrchu vířivky - Arctic Spas","Barvy akrylátu pro vířivky řady Core","content_page","review_migrate_page","redirect_consolidated","/virivky/","content_redirect","Consolidated into an existing Figma page or product/category page."
"https://www.arctic-spas.cz/baspa.php","/baspa.php","https://www.arctic-spas.cz/baspa.php","200","text/html","Baspa - prodej vířivek","O nás","content_page","review_migrate_page","redirect_consolidated","/o-nas/","content_redirect","Consolidated into an existing Figma page or product/category page."
"https://www.arctic-spas.cz/bazen-athabascan.php","/bazen-athabascan.php","https://www.arctic-spas.cz/bazen-athabascan.php","200","text/html","Swimspa Athabascan - Arctic celoroční bazény","Celoroční bazén Athabascan swimspa","product_swimspa","migrate_product","migrate_product","/product/athabascan/","product_swimspa","Active swimspa product in the WordPress product CPT."
"https://www.arctic-spas.cz/bazen-hudson.php","/bazen-hudson.php","https://www.arctic-spas.cz/bazen-hudson.php","200","text/html","Swimspa Hudson - Arctic celoroční bazény","Celoroční bazén Hudson swimspa","product_swimspa","migrate_product","migrate_product","/product/hudson/","product_swimspa","Active swimspa product in the WordPress product CPT."
"https://www.arctic-spas.cz/bazen-kingfisher.php","/bazen-kingfisher.php","https://www.arctic-spas.cz/bazen-kingfisher.php","200","text/html","Swimspa Kingfisher - Arctic celoroční bazény","Celoroční bazén Kingfisher swimspa","product_swimspa","migrate_product","migrate_product","/product/kingfisher/","product_swimspa","Active swimspa product in the WordPress product CPT."
"https://www.arctic-spas.cz/bazen-ocean.php","/bazen-ocean.php","https://www.arctic-spas.cz/bazen-ocean.php","200","text/html","Swimspa Arctic Ocean - Arctic celoroční bazény","Celoroční bazén Arctic Ocean swimspa","product_swimspa","migrate_product","migrate_product","/product/ocean/","product_swimspa","Active swimspa product in the WordPress product CPT."
"https://www.arctic-spas.cz/bazen-okanagan.php","/bazen-okanagan.php","https://www.arctic-spas.cz/bazen-okanagan.php","200","text/html","Swimspa Okanagan - Arctic celoroční bazény","Celoroční bazén Okanagan swimspa","product_swimspa","migrate_product","migrate_product","/product/okanagan/","product_swimspa","Active swimspa product in the WordPress product CPT."
"https://www.arctic-spas.cz/bazen-wolverine.php","/bazen-wolverine.php","https://www.arctic-spas.cz/bazen-wolverine.php","200","text/html","Swimspa Wolverine - Arctic celoroční bazény","Celoroční bazén Wolverine swimspa","product_swimspa","migrate_product","migrate_product","/product/wolverine/","product_swimspa","Active swimspa product in the WordPress product CPT."
"https://www.arctic-spas.cz/cedrove-doplnky.php","/cedrove-doplnky.php","https://www.arctic-spas.cz/cedrove-doplnky.php","200","text/html","Cedrové doplňky k vířivkám Arctic","Doplňky z cedru","content_page","review_migrate_page","redirect_consolidated","/product/prislusenstvi-a-doplnky/","content_redirect","Consolidated into an existing Figma page or product/category page."
"https://www.arctic-spas.cz/cerpadla-core.php","/cerpadla-core.php","https://www.arctic-spas.cz/cerpadla-core.php","200","text/html","Výkonná čerpadla - skvělá masáž","Čerpadla vířivek Arctic Spas vysoká účinnost","content_page","review_migrate_page","redirect_consolidated","/virivky/","content_redirect","Consolidated into an existing Figma page or product/category page."
"https://www.arctic-spas.cz/certifikaty.php","/certifikaty.php","https://www.arctic-spas.cz/certifikaty.php","200","text/html","Certifikáty - Arctic Spas","Bezpečnostní certifikáty","content_page","review_migrate_page","redirect_consolidated","/certifikaty/","content_redirect","Consolidated into an existing Figma page or product/category page."
"https://www.arctic-spas.cz/content/download/2020/navod-arctic-classic-2020.pdf","/content/download/2020/navod-arctic-classic-2020.pdf","https://www.arctic-spas.cz/content/download/2020/navod-arctic-classic-2020.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
"https://www.arctic-spas.cz/content/download/2020/navod-arctic-core-2020.pdf","/content/download/2020/navod-arctic-core-2020.pdf","https://www.arctic-spas.cz/content/download/2020/navod-arctic-core-2020.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
"https://www.arctic-spas.cz/content/download/2020/navod-arctic-custom-2020.pdf","/content/download/2020/navod-arctic-custom-2020.pdf","https://www.arctic-spas.cz/content/download/2020/navod-arctic-custom-2020.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
"https://www.arctic-spas.cz/content/download/AS-Brochure-2022_cz.pdf","/content/download/AS-Brochure-2022_cz.pdf","https://www.arctic-spas.cz/content/download/AS-Brochure-2022_cz.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
"https://www.arctic-spas.cz/content/download/as-sluzby-cenik-2022.pdf","/content/download/as-sluzby-cenik-2022.pdf","https://arctic-spas.cz/404.php","200","text/html","404 \ Arctic Spas","404","download_asset","review_download","skip_missing_download","/ke-stazeni/","download_missing","Live URL resolves to non-PDF content; do not import unless the client supplies the file."
"https://www.arctic-spas.cz/content/download/economy-mode.pdf","/content/download/economy-mode.pdf","https://www.arctic-spas.cz/content/download/economy-mode.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
"https://www.arctic-spas.cz/content/download/equipment-location.pdf","/content/download/equipment-location.pdf","https://www.arctic-spas.cz/content/download/equipment-location.pdf","200","application/pdf","","","download_asset","review_download","import_download","/ke-stazeni/","download","Import as download CPT/media; old PDF URL redirects dynamically when media exists."
